text,language
Matembele yanauzwa sokoni, Swahili
Matembele yanapandwa shambani, Swahili
Matembele yanavunwa, Swahili
Matembele yana ladha nzuri, Swahili
Majani ya mchicha yanauzwa, Swahili
Majani ya mchicha yanaliwa, Swahili
Majani ya mchicha yana vitamini, Swahili
Majani ya mchicha yanapikwa, Swahili
Majani ya mchicha yanapikwa na nyama, Swahili
Majani ya mchicha yanapikwa na nazi, Swahili
Majani ya mchicha yanauzwa sokoni, Swahili
Majani ya mchicha yanapandwa shambani, Swahili
Majani ya mchicha yanavunwa, Swahili
Majani ya mchicha yana ladha nzuri, Swahili
Majani ya sukuma yanauzwa, Swahili
Majani ya sukuma yanaliwa, Swahili
Majani ya sukuma yana vitamini, Swahili
Majani ya sukuma yanapikwa, Swahili
Majani ya sukuma yanapikwa na nyama, Swahili
Majani ya sukuma yanapikwa na nazi, Swahili
Majani ya sukuma yanauzwa sokoni, Swahili
Majani ya sukuma yanapandwa shambani, Swahili
Majani ya sukuma yanavunwa, Swahili
Majani ya sukuma yana ladha nzuri, Swahili
Majani ya boga yanauzwa, Swahili
Majani ya boga yanaliwa, Swahili
Majani ya boga yana vitamini, Swahili
Majani ya boga yanapikwa, Swahili
Majani ya boga yanapikwa na nyama, Swahili
Majani ya boga yanapikwa na nazi, Swahili
Majani ya boga yanauzwa sokoni, Swahili
Majani ya boga yanapandwa shambani, Swahili
Majani ya boga yanavunwa, Swahili
Majani ya boga yana ladha nzuri, Swahili
Tumbaku inauzwa sokoni, Swahili
Tumbaku inapikwa, Swahili
Tumbaku inavutwa, Swahili
Tumbaku ina ladha kali, Swahili
Tumbaku inauzwa kwa pakiti, Swahili
Tumbaku inapandwa shambani, Swahili
Tumbaku inavunwa, Swahili
Tumbaku inauzwa kwa wingi, Swahili
Tumbaku ina madhara, Swahili
Tumbaku inauzwa kwa bei nzuri, Swahili
Miwa inauzwa sokoni, Swahili
Miwa inaliwa, Swahili
Miwa ina sukari, Swahili
Miwa inakamuliwa, Swahili
Miwa inatengeneza sukari, Swahili
Miwa inapandwa shambani, Swahili
Miwa inavunwa, Swahili
Miwa inauzwa kwa kipande, Swahili
Miwa inauzwa kwa wingi, Swahili
Miwa ina ladha tamu, Swahili
Nazi inauzwa sokoni, Swahili
Nazi inaliwa, Swahili
Nazi ina maji, Swahili
Nazi ina mafuta, Swahili
Nazi inakamuliwa, Swahili
Nazi inapandwa, Swahili
Nazi inavunwa, Swahili
Nazi inauzwa kwa kipande, Swahili
Nazi inauzwa kwa wingi, Swahili
Nazi inatengeneza mafuta, Swahili
Tende zinaauzwa sokoni, Swahili
Tende zinaliwa, Swahili
Tende zina sukari, Swahili
Tende zina vitamini, Swahili
Tende zinauzwa kwa mfuko, Swahili
Tende zinapandwa, Swahili
Tende zinavunwa, Swahili
Tende zina ladha tamu, Swahili
Tende zinauzwa kwa wingi, Swahili
Tende zinauzwa kwa kilo, Swahili
Zaituni zinaauzwa, Swahili
Zaituni zinaliwa, Swahili
Zaituni zina mafuta, Swahili
Zaituni zinapandwa, Swahili
Zaituni zinavunwa, Swahili
Zaituni zinauzwa kwa chupa, Swahili
Zaituni zinauzwa kwa mfuko, Swahili
Zaituni zina ladha kali, Swahili
Zaituni zinatengeneza mafuta, Swahili
Zaituni zinauzwa sokoni, Swahili
Tangawizi inauzwa sokoni, Swahili
Tangawizi inapikwa, Swahili
Tangawizi inaliwa, Swahili
Tangawizi ina ladha kali, Swahili
Tangawizi inatengeneza chai, Swahili
Tangawizi inapandwa shambani, Swahili
Tangawizi inavunwa, Swahili
Tangawizi inauzwa kwa kipande, Swahili
Tangawizi inauzwa kwa kilo, Swahili
Tangawizi inauzwa kwa wingi, Swahili
Kitunguu saumu kinauzwa, Swahili
Kitunguu saumu kinapikwa, Swahili
Kitunguu saumu kina ladha kali, Swahili
Kitunguu saumu kina dawa, Swahili
Kitunguu saumu kinapandwa, Swahili
Kitunguu saumu kinavunwa, Swahili
Kitunguu saumu kinauzwa kwa kipande, Swahili
Kitunguu saumu kinauzwa kwa kilo, Swahili
Kitunguu saumu kinaingizwa kwenye chakula, Swahili
Kitunguu saumu kinauzwa sokoni, Swahili
Kitunguu maji kinauzwa, Swahili
Kitunguu maji kinapikwa, Swahili
Kitunguu maji kina ladha kali, Swahili
Kitunguu maji kinapandwa, Swahili
Kitunguu maji kinavunwa, Swahili
Kitunguu maji kinauzwa kwa kipande, Swahili
Kitunguu maji kinauzwa kwa kilo, Swahili
Kitunguu maji kinaingizwa kwenye kachumbari, Swahili
Kitunguu maji kinaingizwa kwenye saladi, Swahili
Kitunguu maji kinauzwa sokoni, Swahili
Nyanya zinaauzwa sokoni, Swahili
Nyanya zinaliwa, Swahili
Nyanya zinapikwa, Swahili
Nyanya zina vitamini, Swahili
Nyanya zina maji, Swahili
Nyanya zinapandwa shambani, Swahili
Nyanya zinavunwa, Swahili
Nyanya zinauzwa kwa kilo, Swahili
Nyanya zinauzwa kwa mfuko, Swahili
Nyanya zinaingizwa kwenye kachumbari, Swahili
Pilipili hoho zinaauzwa, Swahili
Pilipili hoho zinaliwa, Swahili
Pilipili hoho zinapikwa, Swahili
Pilipili hoho zina ladha tamu, Swahili
Pilipili hoho zinapandwa, Swahili
Pilipili hoho zinavunwa, Swahili
Pilipili hoho zinauzwa kwa kilo, Swahili
Pilipili hoho zinauzwa kwa mfuko, Swahili
Pilipili hoho zinaingizwa kwenye saladi, Swahili
Pilipili hoho zinauzwa sokoni, Swahili
Pilipili kali zinaauzwa, Swahili
Pilipili kali zinaliwa, Swahili
Pilipili kali zinapikwa, Swahili
Pilipili kali zina ladha kali, Swahili
Pilipili kali zinapandwa, Swahili
Pilipili kali zinavunwa, Swahili
Pilipili kali zinauzwa kwa kilo, Swahili
Pilipili kali zinauzwa kwa mfuko, Swahili
Pilipili kali zinaingizwa kwenye kachumbari, Swahili
Pilipili kali zinauzwa sokoni, Swahili
Limao linaauzwa sokoni, Swahili
Limao linaliwa, Swahili
Limao lina maji, Swahili
Limao lina vitamini C, Swahili
Limao linakamuliwa, Swahili
Limao linapandwa, Swahili
Limao linavunwa, Swahili
Limao linauzwa kwa kipande, Swahili
Limao linauzwa kwa wingi, Swahili
Limao linaingizwa kwenye chai, Swahili
Ndimu zinaauzwa sokoni, Swahili
Ndimu zinaliwa, Swahili
Ndimu zina maji, Swahili
Ndimu zina vitamini C, Swahili
Ndimu zinakamuliwa, Swahili
Ndimu zinapandwa, Swahili
Ndimu zinavunwa, Swahili
Ndimu zinauzwa kwa kipande, Swahili
Ndimu zinauzwa kwa wingi, Swahili
Ndimu zinaingizwa kwenye kachumbari, Swahili
Matunda ya nyanya yanauzwa, Swahili
Matunda ya nyanya yanaliwa, Swahili
Matunda ya nyanya yana vitamini, Swahili
Matunda ya nyanya yanapandwa, Swahili
Matunda ya nyanya yanavunwa, Swahili
Matunda ya nyanya yanauzwa kwa wingi, Swahili
Matunda ya nyanya yana maji, Swahili
Matunda ya nyanya yana ladha tamu, Swahili
Matunda ya nyanya yanauzwa sokoni, Swahili
Matunda ya nyanya yanapikwa, Swahili
Tofaa linaauzwa sokoni, Swahili
Tofaa linaliwa, Swahili
Tofaa lina vitamini, Swahili
Tofaa lina maji, Swahili
Tofaa linapandwa, Swahili
Tofaa linavunwa, Swahili
Tofaa linauzwa kwa kipande, Swahili
Tofaa linauzwa kwa kilo, Swahili
Tofaa lina ladha tamu, Swahili
Tofaa linaingizwa kwenye saladi, Swahili
Peari linaauzwa sokoni, Swahili
Peari linaliwa, Swahili
Peari lina vitamini, Swahili
Peari lina maji, Swahili
Peari linapandwa, Swahili
Peari linavunwa, Swahili
Peari linauzwa kwa kipande, Swahili
Peari linauzwa kwa kilo, Swahili
Peari lina ladha tamu, Swahili
Peari linaingizwa kwenye saladi, Swahili
Plamu zinaauzwa sokoni, Swahili
Plamu zinaliwa, Swahili
Plamu zina vitamini, Swahili
Plamu zina maji, Swahili
Plamu zinapandwa, Swahili
Plamu zinavunwa, Swahili
Plamu zinauzwa kwa kipande, Swahili
Plamu zinauzwa kwa kilo, Swahili
Plamu zina ladha tamu, Swahili
Plamu zinaingizwa kwenye saladi, Swahili
Fenesi linaauzwa sokoni, Swahili
Fenesi linaliwa, Swahili
Fenesi lina vitamini, Swahili
Fenesi lina maji, Swahili
Fenesi linapandwa, Swahili
Fenesi linavunwa, Swahili
Fenesi linauzwa kwa kipande, Swahili
Fenesi linauzwa kwa kilo, Swahili
Fenesi lina ladha tamu, Swahili
Fenesi linaingizwa kwenye saladi, Swahili
Stafeli zinaauzwa sokoni, Swahili
Stafeli zinaliwa, Swahili
Stafeli zina vitamini, Swahili
Stafeli zina maji, Swahili
Stafeli zinapandwa, Swahili
Stafeli zinavunwa, Swahili
Stafeli zinauzwa kwa kipande, Swahili
Stafeli zinauzwa kwa kilo, Swahili
Stafeli zina ladha tamu, Swahili
Stafeli zinaingizwa kwenye saladi, Swahili
Zabibu zinaauzwa sokoni, Swahili
Zabibu zinaliwa, Swahili
Zabibu zina sukari, Swahili
Zabibu zina vitamini, Swahili
Zabibu zinapandwa, Swahili
Zabibu zinavunwa, Swahili
Zabibu zinauzwa kwa kipande, Swahili
Zabibu zinauzwa kwa kilo, Swahili
Zabibu zina ladha tamu, Swahili
Zabibu zinatengeneza divai, Swahili
Tikitimaji linaauzwa sokoni, Swahili
Tikitimaji linaliwa, Swahili
Tikitimaji lina maji mengi, Swahili
Tikitimaji lina vitamini, Swahili
Tikitimaji linapandwa, Swahili
Tikitimaji linavunwa, Swahili
Tikitimaji linauzwa kwa kipande, Swahili
Tikitimaji linauzwa kwa kilo, Swahili
Tikitimaji lina ladha tamu, Swahili
Tikitimaji linauzwa wakati wa jua, Swahili
Tikitimaji maji linaauzwa, Swahili
Tikitimaji maji linaliwa, Swahili
Tikitimaji maji lina maji mengi, Swahili
Tikitimaji maji lina vitamini, Swahili
Tikitimaji maji linapandwa, Swahili
Tikitimaji maji linavunwa, Swahili
Tikitimaji maji linauzwa kwa kipande, Swahili
Tikitimaji maji linauzwa kwa kilo, Swahili
Tikitimaji maji lina ladha tamu, Swahili
Tikitimaji maji linauzwa sokoni, Swahili
Tikitimaji la manjano linaauzwa, Swahili
Tikitimaji la manjano linaliwa, Swahili
Tikitimaji la manjano lina vitamini, Swahili
Tikitimaji la manjano linapandwa, Swahili
Tikitimaji la manjano linavunwa, Swahili
Tikitimaji la manjano linauzwa kwa kipande, Swahili
Tikitimaji la manjano linauzwa kwa kilo, Swahili
Tikitimaji la manjano lina ladha tamu, Swahili
Tikitimaji la manjano linauzwa sokoni, Swahili
Tikitimaji la manjano lina maji, Swahili
Vibibi vinaauzwa sokoni, Swahili
Vibibi vinapikwa, Swahili
Vibibi vinaliwa, Swahili
Vibibi vina ladha tamu, Swahili
Vibibi vinatengenezwa kwa unga, Swahili
Vibibi vina sukari, Swahili
Vibibi vina nazi, Swahili
Vibibi vinauzwa kwa kipande, Swahili
Vibibi vinauzwa kwa mfuko, Swahili
Vibibi vinauzwa asubuhi, Swahili
Vitumbua vinaauzwa sokoni, Swahili
Vitumbua vinapikwa, Swahili
Vitumbua vinaliwa, Swahili
Vitumbua vina ladha tamu, Swahili
Vitumbua vinatengenezwa kwa unga, Swahili
Vitumbua vina sukari, Swahili
Vitumbua vina nazi, Swahili
Vitumbua vinauzwa kwa kipande, Swahili
Vitumbua vinauzwa kwa mfuko, Swahili
Vitumbua vinauzwa asubuhi, Swahili
Biskuti zinaauzwa sokoni, Swahili
Biskuti zinaliwa, Swahili
Biskuti zina ladha tamu, Swahili
Biskuti zinatengenezwa kwa unga, Swahili
Biskuti zina sukari, Swahili
Biskuti zinauzwa kwa kipande, Swahili
Biskuti zinauzwa kwa mfuko, Swahili
Biskuti zinaliwa na chai, Swahili
Biskuti zina mafuta, Swahili
Biskuti zinauzwa kwa wingi, Swahili
Keki inauzwa sokoni, Swahili
Keki inaliwa, Swahili
Keki ina ladha tamu, Swahili
Keki inapikwa, Swahili
Keki inatengenezwa kwa unga, Swahili
Keki ina sukari, Swahili
Keki ina mayai, Swahili
Keki ina mafuta, Swahili
Keki inauzwa kwa kipande, Swahili
Keki inauzwa kwa sherehe, Swahili
Doughnut inauzwa sokoni, Swahili
Doughnut inaliwa, Swahili
Doughnut ina ladha tamu, Swahili
Doughnut inakaangwa, Swahili
Doughnut inatengenezwa kwa unga, Swahili
Doughnut ina sukari, Swahili
Doughnut inauzwa kwa kipande, Swahili
Doughnut inauzwa kwa mfuko, Swahili
Doughnut inauzwa asubuhi, Swahili
Doughnut ina mafuta, Swahili
Chocolate inauzwa sokoni, Swahili
Chocolate inaliwa, Swahili
Chocolate ina ladha tamu, Swahili
Chocolate inatengenezwa kwa kakao, Swahili
Chocolate ina sukari, Swahili
Chocolate inauzwa kwa kipande, Swahili
Chocolate inauzwa kwa mfuko, Swahili
Chocolate inauzwa kwa bar, Swahili
Chocolate inapendwa na watoto, Swahili
Chocolate ina nguvu, Swahili
Pasta inauzwa sokoni, Swahili
Pasta inapikwa, Swahili
Pasta inaliwa, Swahili
Pasta inatengenezwa kwa unga, Swahili
Pasta inapikwa na nyama, Swahili
Pasta inapikwa na samaki, Swahili
Pasta inapikwa na mboga, Swahili
Pasta inauzwa kwa mfuko, Swahili
Pasta inauzwa kwa kilo, Swahili
Pasta ina ladha nzuri, Swahili
Spaghetti inauzwa sokoni, Swahili
Spaghetti inapikwa, Swahili
Spaghetti inaliwa, Swahili
Spaghetti inatengenezwa kwa unga, Swahili
Spaghetti inapikwa na nyama, Swahili
Spaghetti inapikwa na samaki, Swahili
Spaghetti inapikwa na mboga, Swahili
Spaghetti inauzwa kwa mfuko, Swahili
Spaghetti inauzwa kwa kilo, Swahili
Spaghetti ina ladha nzuri, Swahili
Macaroni inauzwa sokoni, Swahili
Macaroni inapikwa, Swahili
Macaroni inaliwa, Swahili
Macaroni inatengenezwa kwa unga, Swahili
Macaroni inapikwa na nyama, Swahili
Macaroni inapikwa na jibini, Swahili
Macaroni inauzwa kwa mfuko, Swahili
Macaroni inauzwa kwa kilo, Swahili
Macaroni ina ladha nzuri, Swahili
Macaroni inapikwa kwa sherehe, Swahili
Pizza inauzwa sokoni, Swahili
Pizza inaliwa, Swahili
Pizza inapikwa, Swahili
Pizza ina nyama, Swahili
Pizza ina jibini, Swahili
Pizza ina mboga, Swahili
Pizza ina ladha nzuri, Swahili
Pizza inauzwa kwa kipande, Swahili
Pizza inauzwa kwa mfuko, Swahili
Pizza inapendwa na watoto, Swahili
Burger inauzwa sokoni, Swahili
Burger inaliwa, Swahili
Burger inapikwa, Swahili
Burger ina nyama, Swahili
Burger ina mkate, Swahili
Burger ina mboga, Swahili
Burger ina ladha nzuri, Swahili
Burger inauzwa kwa kipande, Swahili
Burger inauzwa kwenye hoteli, Swahili
Burger inapendwa na vijana, Swahili
Chips zinaauzwa sokoni, Swahili
Chips zinaliwa, Swahili
Chips zinakaangwa, Swahili
Chips zinatengenezwa kwa viazi, Swahili
Chips zina mafuta, Swahili
Chips zina ladha nzuri, Swahili
Chips zinauzwa kwa mfuko, Swahili
Chips zinauzwa kwa kipande, Swahili
Chips zinaliwa na nyama, Swahili
Chips zinaliwa na samaki, Swahili
Sausage inauzwa sokoni, Swahili
Sausage inapikwa, Swahili
Sausage inaliwa, Swahili
Sausage inakaangwa, Swahili
Sausage inachemshwa, Swahili
Sausage ina nyama, Swahili
Sausage ina ladha nzuri, Swahili
Sausage inauzwa kwa kipande, Swahili
Sausage inauzwa kwa mfuko, Swahili
Sausage inaliwa na chips, Swahili
Bacon inauzwa sokoni, Swahili
Bacon inapikwa, Swahili
Bacon inaliwa, Swahili
Bacon inakaangwa, Swahili
Bacon ina nyama ya nguruwe, Swahili
Bacon ina mafuta, Swahili
Bacon ina ladha nzuri, Swahili
Bacon inauzwa kwa mfuko, Swahili
Bacon inauzwa kwa kipande, Swahili
Bacon inaliwa na mayai, Swahili
Eggs inauzwa sokoni, Swahili
Eggs inapikwa, Swahili
Eggs inaliwa, Swahili
Eggs inachemshwa, Swahili
Eggs inakaangwa, Swahili
Eggs ina protini, Swahili
Eggs inauzwa kwa mfuko, Swahili
Eggs inauzwa kwa kipande, Swahili
Eggs inaliwa na mkate, Swahili
Eggs inaliwa asubuhi, Swahili
Omelette inapikwa, Swahili
Omelette inaliwa, Swahili
Omelette inatengenezwa kwa mayai, Swahili
Omelette ina nyanya, Swahili
Omelette ina vitunguu, Swahili
Omelette ina pilipili, Swahili
Omelette ina ladha nzuri, Swahili
Omelette inakaangwa, Swahili
Omelette inaliwa na mkate, Swahili
Omelette inaliwa asubuhi, Swahili
Porridge inapikwa, Swahili
Porridge inaliwa, Swahili
Porridge inanywa, Swahili
Porridge inatengenezwa kwa unga, Swahili
Porridge ya mahindi inapikwa, Swahili
Porridge ya ulezi inapikwa, Swahili
Porridge ya wimbi inapikwa, Swahili
Porridge ina sukari, Swahili
Porridge ina maziwa, Swahili
Porridge inashibisha, Swahili
Supu inapikwa, Swahili
Supu inaliwa, Swahili
Supu inanywa, Swahili
Supu ya kuku inapikwa, Swahili
Supu ya nyama inapikwa, Swahili
Supu ya mboga inapikwa, Swahili
Supu ina vitamini, Swahili
Supu ina ladha nzuri, Swahili
Supu inapendwa wakati wa baridi, Swahili
Supu inauzwa kwenye hoteli, Swahili
Nyama choma inauzwa, Swahili
Nyama choma inaliwa, Swahili
Nyama choma inachomwa, Swahili
Nyama choma ya ng'ombe inauzwa, Swahili
Nyama choma ya mbuzi inauzwa, Swahili
Nyama choma ya kuku inauzwa, Swahili
Nyama choma ina ladha nzuri, Swahili
Nyama choma inaliwa na ugali, Swahili
Nyama choma inaliwa na kachumbari, Swahili
Nyama choma inauzwa kwenye hoteli, Swahili
Mshikaki inauzwa, Swahili
Mshikaki inaliwa, Swahili
Mshikaki inachomwa, Swahili
Mshikaki ya nyama inauzwa, Swahili
Mshikaki ya kuku inauzwa, Swahili
Mshikaki ina ladha nzuri, Swahili
Mshikaki inaliwa na ugali, Swahili
Mshikaki inaliwa na kachumbari, Swahili
Mshikaki inauzwa kwenye hoteli, Swahili
Mshikaki inauzwa usiku, Swahili
Samaki choma inauzwa, Swahili
Samaki choma inaliwa, Swahili
Samaki choma inachomwa, Swahili
Samaki choma wa tilapia inauzwa, Swahili
Samaki choma wa mkizi inauzwa, Swahili
Samaki choma ina ladha nzuri, Swahili
Samaki choma inaliwa na ugali, Swahili
Samaki choma inaliwa na kachumbari, Swahili
Samaki choma inauzwa kwenye hoteli, Swahili
Samaki choma inauzwa kando ya barabara, Swahili
Mahindi choma yanauzwa, Swahili
Mahindi choma yanaliwa, Swahili
Mahindi choma yanachomwa, Swahili
Mahindi choma yana ladha nzuri, Swahili
Mahindi choma yanauzwa kando ya barabara, Swahili
Mahindi choma yanauzwa usiku, Swahili
Mahindi choma yanaliwa moto, Swahili
Mahindi choma yana siagi, Swahili
Mahindi choma yana chumvi, Swahili
Mahindi choma yanauzwa kwa bei nafuu, Swahili
Viazi karai vinaauzwa, Swahili
Viazi karai vinaliwa, Swahili
Viazi karai vinakaangwa, Swahili
Viazi karai vina ladha nzuri, Swahili
Viazi karai vinauzwa kando ya barabara, Swahili
Viazi karai vinauzwa usiku, Swahili
Viazi karai vinaliwa na pilipili, Swahili
Viazi karai vina unga, Swahili
Viazi karai vina mafuta, Swahili
Viazi karai vinauzwa kwa mfuko, Swahili
Bhajia zinaauzwa, Swahili
Bhajia zinaliwa, Swahili
Bhajia zinakaangwa, Swahili
Bhajia zina ladha nzuri, Swahili
Bhajia zinauzwa kando ya barabara, Swahili
Bhajia zinauzwa usiku, Swahili
Bhajia zinaliwa na pilipili, Swahili
Bhajia zina unga, Swahili
Bhajia zina viazi, Swahili
Bhajia zinauzwa kwa mfuko, Swahili
Sambusa zinaauzwa, Swahili
Sambusa zinaliwa, Swahili
Sambusa zinakaangwa, Swahili
Sambusa zina ladha nzuri, Swahili
Sambusa zina nyama, Swahili
Sambusa zina viazi, Swahili
Sambusa zinauzwa kando ya barabara, Swahili
Sambusa zinauzwa kwa kipande, Swahili
Sambusa zinauzwa kwa mfuko, Swahili
Sambusa zinapikwa kwa sherehe, Swahili
Kaimati zinaauzwa, Swahili
Kaimati zinaliwa, Swahili
Kaimati zinakaangwa, Swahili
Kaimati zina ladha tamu, Swahili
Kaimati zina sukari, Swahili
Kaimati zinauzwa kando ya barabara, Swahili
Kaimati zinauzwa kwa mfuko, Swahili
Kaimati zinauzwa kwa kipande, Swahili
Kaimati zinaliwa na chai, Swahili
Kaimati zinapendwa na watu, Swahili
Mkate wa kusindika unauzwa, Swahili
Mkate wa kusindika unaliwa, Swahili
Mkate wa kusindika unatengenezwa kwa unga, Swahili
Mkate wa kusindika una sukari, Swahili
Mkate wa kusindika una mafuta, Swahili
Mkate wa kusindika una ladha tamu, Swahili
Mkate wa kusindika unauzwa kwa kipande, Swahili
Mkate wa kusindika unauzwa kwa mfuko, Swahili
Mkate wa kusindika unaliwa na chai, Swahili
Mkate wa kusindika unauzwa asubuhi, Swahili
Mkate wa kumimina unauzwa, Swahili
Mkate wa kumimina unaliwa, Swahili
Mkate wa kumimina unatengenezwa kwa unga, Swahili
Mkate wa kumimina una sukari, Swahili
Mkate wa kumimina una mafuta, Swahili
Mkate wa kumimina una ladha tamu, Swahili
Mkate wa kumimina unauzwa kwa kipande, Swahili
Mkate wa kumimina unauzwa kwa mfuko, Swahili
Mkate wa kumimina unaliwa na chai, Swahili
Mkate wa kumimina unauzwa asubuhi, Swahili
Urojo unauzwa, Swahili
Urojo unaliwa, Swahili
Urojo unatengenezwa kwa unga, Swahili
Urojo una ladha nzuri, Swahili
Urojo una viazi, Swahili
Urojo una maharage, Swahili
Urojo una mayai, Swahili
Urojo unauzwa kwa bakuli, Swahili
Urojo unauzwa kando ya barabara, Swahili
Urojo unapendwa na watu, Swahili
Mtu anakula, Swahili
Mtu analala, Swahili
Mtu anaamka, Swahili
Mtu anafanya kazi, Swahili
Mtu anapumzika, Swahili
Mtu anacheka, Swahili
Mtu analia, Swahili
Mtu anazungumza, Swahili
Mtu ananyamaza, Swahili
Mtu anatembea, Swahili
Mtu anakimbia, Swahili
Mtu anaruka, Swahili
Mtu anaogelea, Swahili
Mtu anaimba, Swahili
Mtu anacheza, Swahili
Mtu anasoma, Swahili
Mtu anaandika, Swahili
Mtu anapiga picha, Swahili
Mtu anatazama televisheni, Swahili
Mtu anasikiliza muziki, Swahili
Mtu anapenda pesa, Swahili
Mtu anapenda chakula, Swahili
Mtu anapenda maji, Swahili
Mtu anapenda familia, Swahili
Mtu anapenda marafiki, Swahili
Mtu anapenda kazi, Swahili
Mtu anapenda mapenzi, Swahili
Mtu anapenda starehe, Swahili
Mtu anapenda usafiri, Swahili
Mtu anapenda michezo, Swahili
Mtu anafurahi, Swahili
Mtu anahuzunika, Swahili
Mtu anaghadhibika, Swahili
Mtu anaogopa, Swahili
Mtu anashangaa, Swahili
Mtu anachoka, Swahili
Mtu ana njaa, Swahili
Mtu ana kiu, Swahili
Mtu ana uchovu, Swahili
Mtu ana ugonjwa, Swahili
Mtu anapona, Swahili
Mtu anazaliwa, Swahili
Mtu anakua, Swahili
Mtu anaolewa, Swahili
Mtu anaoa, Swahili
Mtu anazaa, Swahili
Mtu anafa, Swahili
Mtu anazikwa, Swahili
Mtu anaishi, Swahili
Mtu anasafiri, Swahili
Mwanamke anapika, Swahili
Mwanamke anafua, Swahili
Mwanamke anafagia, Swahili
Mwanamke anatunza watoto, Swahili
Mwanamke anafanya biashara, Swahili
Mwanamke anasoma, Swahili
Mwanamke anafanya kazi, Swahili
Mwanamke anavaa nguo nzuri, Swahili
Mwanamke anajipamba, Swahili
Mwanamke ana urembo, Swahili
Mwanamume anafanya kazi ngumu, Swahili
Mwanamume analima shamba, Swahili
Mwanamume anaendesha gari, Swahili
Mwanamume anajenga nyumba, Swahili
Mwanamume analinda familia, Swahili
Mwanamume anapenda michezo, Swahili
Mwanamume anavuta sigara, Swahili
Mwanamume anakunywa pombe, Swahili
Mwanamume ana nguvu, Swahili
Mwanamume anavalia suti, Swahili
Mtoto anacheza, Swahili
Mtoto analia, Swahili
Mtoto anacheka, Swahili
Mtoto anapiga kelele, Swahili
Mtoto anakimbia, Swahili
Mtoto anarukaruka, Swahili
Mtoto anaenda shule, Swahili
Mtoto anasoma, Swahili
Mtoto anaandika, Swahili
Mtoto anapenda peremende, Swahili
Mtoto anapenda ice cream, Swahili
Mtoto analala usingizi, Swahili
Mtoto anaamka asubuhi, Swahili
Mtoto anaogopa giza, Swahili
Mtoto anauliza maswali, Swahili
Mtoto anajifunza, Swahili
Mtoto anapenda kucheza mpira, Swahili
Mtoto anapenda kuangalia katuni, Swahili
Mtoto anapenda watu, Swahili
Mtoto anapenda wazazi, Swahili
Mzee anatembea pole, Swahili
Mzee anakaa nyumbani, Swahili
Mzee anapumzika, Swahili
Mzee anasimulia hadithi, Swahili
Mzee ana hekima, Swahili
Mzee anapenda watoto, Swahili
Mzee anaishi na familia, Swahili
Mzee anashauri vijana, Swahili
Mzee anakumbuka zamani, Swahili
Mzee anabariki watu, Swahili
Kijana anasoma chuo, Swahili
Kijana anafanya kazi, Swahili
Kijana anapenda muziki, Swahili
Kijana anapenda dansi, Swahili
Kijana anaendesha pikipiki, Swahili
Kijana anavaa nguo za kisasa, Swahili
Kijana anapenda usiku, Swahili
Kijana anapenda kusafiri, Swahili
Kijana anapenda michezo, Swahili
Kijana ana ndoto kubwa, Swahili
Msichana anapenda kusoma, Swahili
Msichana anapenda kupika, Swahili
Msichana anapenda kushona, Swahili
Msichana anapenda kujipamba, Swahili
Msichana anacheza mpira, Swahili
Msichana anaimba, Swahili
Msichana anacheza dansi, Swahili
Msichana ana marafiki wengi, Swahili
Msichana anapenda mapenzi, Swahili
Msichana ana ndoto, Swahili
Mvulana anapenda michezo, Swahili
Mvulana anapenda mpira, Swahili
Mvulana anapenda kuogelea, Swahili
Mvulana anapenda kupanda milima, Swahili
Mvulana anapenda kusoma vitabu, Swahili
Mvulana ana nguvu, Swahili
Mvulana anapenda kusafiri, Swahili
Mvulana anapenda kufanya kazi, Swahili
Mvulana anapenda kujifunza, Swahili
Mvulana ana ndoto kubwa, Swahili
Baba anafanya kazi, Swahili
Baba analisha familia, Swahili
Baba analinda nyumba, Swahili
Baba anawapeleka watoto shule, Swahili
Baba anasaidia mama, Swahili
Baba anapenda watoto, Swahili
Baba anapenda mke wake, Swahili
Baba anapumzika Jumapili, Swahili
Baba anaendesha gari, Swahili
Baba ana hekima, Swahili
Mama anapika chakula, Swahili
Mama anatunza watoto, Swahili
Mama anafua nguo, Swahili
Mama anasafisha nyumba, Swahili
Mama anafanya biashara, Swahili
Mama anapenda familia, Swahili
Mama ana huruma, Swahili
Mama anawashauri watoto, Swahili
Mama anawapa upendo, Swahili
Mama ana nguvu, Swahili
Rafiki anasaidia, Swahili
Rafiki anasikiliza, Swahili
Rafiki anashauri, Swahili
Rafiki anacheka na wewe, Swahili
Rafiki analia na wewe, Swahili
Rafiki anakuja, Swahili
Rafiki anaenda, Swahili
Rafiki anapiga simu, Swahili
Rafiki anatuma ujumbe, Swahili
Rafiki anapenda kusaidia, Swahili
Mwalimu anafundisha, Swahili
Mwalimu anasoma, Swahili
Mwalimu anaandika, Swahili
Mwalimu anawasaidia wanafunzi, Swahili
Mwalimu ana hekima, Swahili
Mwalimu ana subira, Swahili
Mwalimu anapenda kazi yake, Swahili
Mwalimu anawaongoza vijana, Swahili
Mwalimu anaheshimika, Swahili
Mwalimu anawapa maarifa, Swahili
Mwanafunzi anasoma, Swahili
Mwanafunzi anaandika, Swahili
Mwanafunzi anajifunza, Swahili
Mwanafunzi anahudhuria darasa, Swahili
